Date,Time,player_count,title
9/21/2023,21:00,2252528,PLAYERUNKNOWNS BATTLEGROUNDS
9/21/2023,21:01,2252528,PLAYERUNKNOWNS BATTLEGROUNDS
9/21/2023,21:02,2227699,PLAYERUNKNOWNS BATTLEGROUNDS
9/21/2023,21:03,2227699,PLAYERUNKNOWNS BATTLEGROUNDS
9/21/2023,21:04,2227699,PLAYERUNKNOWNS BATTLEGROUNDS
9/21/2023,21:05,2227699,PLAYERUNKNOWNS BATTLEGROUNDS
9/21/2023,21:06,2227699,PLAYERUNKNOWNS BATTLEGROUNDS
9/21/2023,21:07,2204628,PLAYERUNKNOWNS BATTLEGROUNDS
9/21/2023,21:08,2204628,PLAYERUNKNOWNS BATTLEGROUNDS
9/21/2023,21:09,2204628,PLAYERUNKNOWNS BATTLEGROUNDS
9/21/2023,21:10,2204628,PLAYERUNKNOWNS BATTLEGROUNDS
9/21/2023,21:11,2204628,PLAYERUNKNOWNS BATTLEGROUNDS
9/21/2023,21:12,2183506,PLAYERUNKNOWNS BATTLEGROUNDS
9/21/2023,21:13,2183506,PLAYERUNKNOWNS BATTLEGROUNDS
9/21/2023,21:14,2183506,PLAYERUNKNOWNS BATTLEGROUNDS
9/21/2023,21:15,2183506,PLAYERUNKNOWNS BATTLEGROUNDS
9/21/2023,21:16,2183506,PLAYERUNKNOWNS BATTLEGROUNDS
9/21/2023,21:17,2166764,PLAYERUNKNOWNS BATTLEGROUNDS
9/21/2023,21:18,2166764,PLAYERUNKNOWNS BATTLEGROUNDS
9/21/2023,21:19,2166764,PLAYERUNKNOWNS BATTLEGROUNDS
9/21/2023,21:20,2166764,PLAYERUNKNOWNS BATTLEGROUNDS
9/21/2023,21:21,2166764,PLAYERUNKNOWNS BATTLEGROUNDS
9/21/2023,21:22,2154425,PLAYERUNKNOWNS BATTLEGROUNDS
9/21/2023,21:23,2154425,PLAYERUNKNOWNS BATTLEGROUNDS
9/21/2023,21:24,2154425,PLAYERUNKNOWNS BATTLEGROUNDS
9/21/2023,21:25,2154425,PLAYERUNKNOWNS BATTLEGROUNDS
9/21/2023,21:26,2154425,PLAYERUNKNOWNS BATTLEGROUNDS
9/21/2023,21:27,2146791,PLAYERUNKNOWNS BATTLEGROUNDS
9/21/2023,21:28,2146791,PLAYERUNKNOWNS BATTLEGROUNDS
9/21/2023,21:29,2146791,PLAYERUNKNOWNS BATTLEGROUNDS
9/21/2023,21:30,2146791,PLAYERUNKNOWNS BATTLEGROUNDS
9/21/2023,21:31,2146791,PLAYERUNKNOWNS BATTLEGROUNDS
9/21/2023,21:32,2142971,PLAYERUNKNOWNS BATTLEGROUNDS
9/21/2023,21:33,2142971,PLAYERUNKNOWNS BATTLEGROUNDS
9/21/2023,21:34,2142971,PLAYERUNKNOWNS BATTLEGROUNDS
9/21/2023,21:35,2142971,PLAYERUNKNOWNS BATTLEGROUNDS
9/21/2023,21:36,2142971,PLAYERUNKNOWNS BATTLEGROUNDS
9/21/2023,21:37,2142434,PLAYERUNKNOWNS BATTLEGROUNDS
9/21/2023,21:38,2142434,PLAYERUNKNOWNS BATTLEGROUNDS
9/21/2023,21:39,2142434,PLAYERUNKNOWNS BATTLEGROUNDS
9/21/2023,21:40,2142434,PLAYERUNKNOWNS BATTLEGROUNDS
9/21/2023,21:41,2142434,PLAYERUNKNOWNS BATTLEGROUNDS
9/21/2023,21:42,2146927,PLAYERUNKNOWNS BATTLEGROUNDS
9/21/2023,21:43,2146927,PLAYERUNKNOWNS BATTLEGROUNDS
9/21/2023,21:44,2146927,PLAYERUNKNOWNS BATTLEGROUNDS
